Tamb,Rhamb
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
67.5,50
